Checksummer MsgSize Idle
Adler32 16000 59
Adler32 16000 60
Adler32 16000 59
Adler32 16000 60
Adler32 16000 60
Adler32 16000 59
Adler32 16000 60
Adler32 16000 59
Adler32 16000 60
Adler32 16000 58
Adler32 16000 58
Adler32 32000 68
Adler32 32000 68
Adler32 32000 68
Adler32 32000 69
Adler32 32000 68
Adler32 32000 68
Adler32 32000 68
Adler32 32000 68
Adler32 32000 68
Adler32 32000 68
Adler32 32000 68
Adler32 32000 68
Adler32 32000 68
Adler32 32000 69
Adler32 32000 66
Adler32 32000 66
Adler32 32000 67
Adler32 32000 68
Adler32 32000 68
Adler32 32000 68
Adler32 32000 67
Adler32 32000 68
Adler32 32000 66
Adler32 32000 66
Adler32 32000 66
Adler32 32000 68
Adler32 32000 68
Adler32 32000 66
Adler32 32000 68
Adler32 32000 67
Adler32 32000 69
Adler32 32000 72
Adler32 32000 72
Adler32 32000 71
Adler32 32000 71
Adler32 32000 70
Adler32 32000 71
Adler32 32000 70
Adler32 32000 68
Adler32 32000 68
Adler32 32000 68
Adler32 32000 68
Adler32 32000 69
Adler32 32000 66
Adler32 32000 66
Adler32 32000 68
Adler32 32000 69
Adler32 32000 67
Adler32 32000 66
Adler32 32000 65
Adler32 32000 68
Adler32 32000 66
Adler32 32000 65
Adler32 32000 66
Adler32 32000 68
Adler32 32000 66
Adler32 32000 66
Adler32 32000 66
Adler32 32000 67
Adler32 32000 66
Adler32 32000 70
Adler32 32000 68
Adler32 32000 67
Adler32 32000 68
Adler32 32000 66
Adler32 32000 65
Adler32 32000 67
Adler32 32000 68
Adler32 32000 67
Adler32 32000 68
Adler32 32000 68
Adler32 32000 68
Adler32 32000 68
Adler32 32000 67
Adler32 32000 66
Adler32 32000 68
Adler32 32000 66
Adler32 32000 66
Adler32 32000 66
Adler32 32000 68
Adler32 32000 68
Adler32 32000 68
Adler32 32000 65
Adler32 32000 67
Adler32 32000 67
Adler32 32000 67
Adler32 32000 68
Adler32 32000 68
Adler32 32000 68
Adler32 32000 67
Adler32 32000 66
Adler32 32000 68
Adler32 32000 66
Adler32 32000 67
Adler32 32000 67
Adler32 32000 66
Adler32 32000 66
Adler32 32000 68
Adler32 32000 68
Adler32 32000 68
Adler32 32000 67
Adler32 32000 68
Adler32 32000 66
Adler32 32000 67
Adler32 32000 67
Adler32 32000 68
Adler32 32000 66
Adler32 32000 67
Adler32 32000 69
Adler32 32000 68
Adler32 32000 67
Adler32 32000 67
Adler32 32000 67
Adler32 32000 67
Adler32 32000 66
Adler32 32000 68
Adler32 32000 67
Adler32 32000 66
Adler32 32000 66
Adler32 32000 67
Adler32 32000 67
Adler32 32000 66
Adler32 32000 68
Adler32 32000 68
Adler32 32000 68
Adler32 32000 66
Adler32 32000 66
Adler32 32000 67
Adler32 32000 67
Adler32 32000 68
Adler32 32000 68
Adler32 32000 67
Adler32 32000 65
Adler32 32000 65
Adler32 32000 67
Adler32 32000 66
Adler32 32000 65
Adler32 32000 65
Adler32 32000 67
Adler32 32000 65
Adler32 32000 68
Adler32 32000 67
Adler32 32000 67
Adler32 32000 68
Adler32 32000 65
Adler32 32000 65
Adler32 32000 67
Adler32 32000 66
Adler32 32000 68
Adler32 32000 66
Adler32 32000 66
Adler32 32000 67
Adler32 32000 66
Adler32 32000 67
Adler32 32000 67
Adler32 32000 66
Adler32 32000 67
Adler32 32000 67
Adler32 32000 67
Adler32 32000 67
Adler32 32000 67
Adler32 32000 67
Adler32 32000 65
Adler32 32000 67
Adler32 32000 65
Adler32 32000 66
Adler32 32000 66
Adler32 32000 67
Adler32 32000 65
Adler32 32000 66
Adler32 32000 66
Adler32 32000 68
Adler32 32000 68
Adler32 32000 70
Adler32 32000 68
Adler32 32000 67
Adler32 32000 65
Adler32 32000 67
Adler32 32000 65
Adler32 32000 66
Adler32 32000 66
Adler32 32000 67
Adler32 32000 67
Adler32 32000 67
Adler32 32000 67
Adler32 32000 65
Adler32 32000 67
Adler32 32000 67
Adler32 32000 67
Adler32 32000 65
Adler32 32000 65
Adler32 32000 67
Adler32 32000 67
Adler32 32000 66
Adler32 32000 67
Adler32 32000 67
Adler32 32000 68
Adler32 32000 65
Adler32 32000 65
Adler32 32000 68
Adler32 32000 66
Adler32 32000 65
Adler32 32000 65
Adler32 32000 67
Adler32 32000 66
Adler32 32000 67
Adler32 32000 67
Adler32 32000 67
Adler32 32000 66
Adler32 32000 67
Adler32 32000 68
Adler32 32000 67
Adler32 32000 66
Adler32 32000 67
Adler32 32000 67
Adler32 32000 67
Adler32 32000 67
Adler32 32000 66
Adler32 32000 70
Adler32 32000 67
Adler32 32000 68
Adler32 32000 67
Adler32 32000 67
Adler32 32000 67
Adler32 32000 67
Adler32 32000 67
Adler32 48000 71
Adler32 48000 72
Adler32 48000 70
Adler32 48000 71
Adler32 48000 72
Adler32 48000 72
Adler32 48000 71
Adler32 48000 70
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 70
Adler32 48000 70
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 70
Adler32 48000 72
Adler32 48000 72
Adler32 48000 72
Adler32 48000 72
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 72
Adler32 48000 72
Adler32 48000 71
Adler32 48000 71
Adler32 48000 72
Adler32 48000 72
Adler32 48000 72
Adler32 48000 72
Adler32 48000 72
Adler32 48000 71
Adler32 48000 72
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 72
Adler32 48000 71
Adler32 48000 70
Adler32 48000 70
Adler32 48000 71
Adler32 48000 71
Adler32 48000 70
Adler32 48000 70
Adler32 48000 72
Adler32 48000 72
Adler32 48000 70
Adler32 48000 70
Adler32 48000 70
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 72
Adler32 48000 71
Adler32 48000 71
Adler32 48000 72
Adler32 48000 71
Adler32 48000 73
Adler32 48000 73
Adler32 48000 72
Adler32 48000 71
Adler32 48000 72
Adler32 48000 72
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 70
Adler32 48000 70
Adler32 48000 71
Adler32 48000 71
Adler32 48000 70
Adler32 48000 72
Adler32 48000 71
Adler32 48000 71
Adler32 48000 72
Adler32 48000 72
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 70
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 72
Adler32 48000 70
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 70
Adler32 48000 70
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 70
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 70
Adler32 48000 71
Adler32 48000 70
Adler32 48000 70
Adler32 48000 71
Adler32 48000 70
Adler32 48000 70
Adler32 48000 70
Adler32 48000 70
Adler32 48000 70
Adler32 48000 69
Adler32 48000 70
Adler32 48000 69
Adler32 48000 70
Adler32 48000 72
Adler32 48000 73
Adler32 48000 72
Adler32 48000 71
Adler32 48000 70
Adler32 48000 70
Adler32 48000 71
Adler32 48000 71
Adler32 48000 69
Adler32 48000 70
Adler32 48000 71
Adler32 48000 71
Adler32 48000 70
Adler32 48000 70
Adler32 48000 70
Adler32 48000 71
Adler32 48000 71
Adler32 48000 69
Adler32 48000 71
Adler32 48000 73
Adler32 48000 71
Adler32 48000 72
Adler32 48000 71
Adler32 48000 70
Adler32 48000 71
Adler32 48000 70
Adler32 48000 70
Adler32 48000 69
Adler32 48000 70
Adler32 48000 70
Adler32 48000 69
Adler32 48000 69
Adler32 48000 71
Adler32 48000 69
Adler32 48000 70
Adler32 48000 70
Adler32 48000 71
Adler32 48000 70
Adler32 48000 69
Adler32 48000 70
Adler32 48000 71
Adler32 48000 70
Adler32 48000 70
Adler32 48000 71
Adler32 48000 71
Adler32 48000 70
Adler32 48000 69
Adler32 48000 70
Adler32 48000 69
Adler32 48000 70
Adler32 48000 69
Adler32 48000 70
Adler32 48000 69
Adler32 48000 71
Adler32 48000 70
Adler32 48000 69
Adler32 48000 69
Adler32 48000 70
Adler32 48000 70
Adler32 48000 69
Adler32 48000 71
Adler32 48000 71
Adler32 48000 72
Adler32 48000 70
Adler32 48000 69
Adler32 48000 70
Adler32 48000 70
Adler32 48000 68
Adler32 48000 69
Adler32 48000 69
Adler32 48000 71
Adler32 48000 70
Adler32 48000 70
Adler32 48000 69
Adler32 48000 70
Adler32 48000 70
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 71
Adler32 48000 70
Adler32 48000 71
Adler32 48000 70
Adler32 48000 70
Adler32 48000 70
Adler32 48000 70
Adler32 48000 70
Adler32 48000 70
Adler32 48000 70
Adler32 48000 70
Adler32 48000 70
Adler32 48000 70
Adler32 48000 72
Adler32 48000 72
Adler32 48000 71
Adler32 48000 71
Adler32 48000 70
Adler32 48000 70
Adler32 48000 73
Adler32 8000 64
Adler32 8000 65
Adler32 8000 50
Adler32 8000 48
Adler32 8000 48
Adler32 8000 48
Adler32 8000 48
Adler32 8000 49
Adler32 8000 48
Adler32 8000 49
Adler32 8000 48
Adler32 8000 49
Adler32 8000 49
Adler32 8000 49
Adler32 8000 49
Adler32 8000 48
Adler32 8000 48
Adler32 8000 49
Adler32 8000 49
Adler32 8000 50
Adler32 8000 48
Adler32 8000 49
Adler32 8000 47
Adler32 8000 48
Adler32 8000 49
Adler32 8000 49
Adler32 8000 49
Adler32 8000 48
Adler32 8000 48
Adler32 8000 49
Adler32 8000 50
Adler32 8000 47
Adler32 8000 49
Adler32 8000 48
Adler32 8000 48
Adler32 8000 51
Adler32 8000 63
Adler32 8000 64
Adler32 8000 64
Adler32 8000 64
Adler32 8000 56
Adler32 8000 48
Adler32 8000 48
Adler32 8000 48
Adler32 8000 49
Adler32 8000 49
Adler32 8000 49
Adler32 8000 49
Adler32 8000 50
Adler32 8000 49
Adler32 8000 49
Adler32 8000 48
Adler32 8000 49
Adler32 8000 49
Adler32 8000 49
Adler32 8000 49
Adler32 8000 49
Adler32 8000 48
Adler32 8000 48
Adler32 8000 48
Adler32 8000 49
Adler32 8000 48
Adler32 8000 49
Adler32 8000 47
Adler32 8000 51
Adler32 8000 64
Adler32 8000 64
Adler32 8000 60
Adler32 8000 49
Adler32 8000 50
Adler32 8000 47
Adler32 8000 47
Adler32 8000 50
Adler32 8000 48
Adler32 8000 51
Adler32 8000 50
Adler32 8000 49
Adler32 8000 49
Adler32 8000 47
Adler32 8000 51
Adler32 8000 48
Adler32 8000 48
Adler32 8000 47
Adler32 8000 48
Adler32 8000 50
Adler32 8000 49
Adler32 8000 47
Adler32 8000 47
Adler32 8000 48
Adler32 8000 49
Adler32 8000 48
Adler32 8000 49
Adler32 8000 52
Adler32 8000 64
Adler32 8000 64
Adler32 8000 63
Adler32 8000 64
Adler32 8000 64
Adler32 8000 64
Adler32 8000 64
Adler32 8000 51
Adler32 8000 47
Adler32 8000 49
Adler32 8000 49
Adler32 8000 49
Adler32 8000 48
Adler32 8000 48
Adler32 8000 49
Adler32 8000 49
Adler32 8000 48
Adler32 8000 48
Adler32 8000 49
Adler32 8000 50
Adler32 8000 64
Adler32 8000 64
Adler32 8000 64
Adler32 8000 64
Adler32 8000 64
Adler32 8000 64
Adler32 8000 64
Adler32 8000 55
Adler32 8000 49
Adler32 8000 48
Adler32 8000 48
Adler32 8000 49
Adler32 8000 49
Adler32 8000 48
Adler32 8000 48
Adler32 8000 49
Adler32 8000 49
Adler32 8000 48
Adler32 8000 49
Adler32 8000 49
Adler32 8000 49
Adler32 8000 48
Adler32 8000 50
Adler32 8000 49
Adler32 8000 49
Adler32 8000 50
Adler32 8000 47
Adler32 8000 47
Adler32 8000 49
Adler32 8000 48
Adler32 8000 47
Adler32 8000 49
Adler32 8000 49
Adler32 8000 48
Adler32 8000 47
Adler32 8000 49
Adler32 8000 49
Adler32 8000 50
Adler32 8000 48
Adler32 8000 47
Adler32 8000 48
Adler32 8000 47
Adler32 8000 47
Adler32 8000 47
Adler32 8000 49
Adler32 8000 63
Adler32 8000 63
Adler32 8000 63
Adler32 8000 64
Adler32 8000 64
Adler32 8000 64
Adler32 8000 63
Adler32 8000 64
Adler32 8000 64
Adler32 8000 64
Adler32 8000 62
Adler32 8000 56
Adler32 8000 53
Adler32 8000 49
Adler32 8000 49
Adler32 8000 49
Adler32 8000 49
Adler32 8000 48
Adler32 8000 49
Adler32 8000 49
Adler32 8000 48
Adler32 8000 49
Adler32 8000 48
Adler32 8000 49
Adler32 8000 49
Adler32 8000 59
Adler32 8000 49
Adler32 8000 47
Adler32 8000 49
Adler32 8000 47
Adler32 8000 48
Adler32 8000 47
Adler32 8000 48
Adler32 8000 49
Adler32 8000 47
Adler32 8000 47
Adler32 8000 49
Adler32 8000 49
Adler32 8000 47
Adler32 8000 48
Adler32 8000 48
Adler32 8000 48
Adler32 8000 48
Adler32 8000 47
Adler32 8000 48
Adler32 8000 49
Adler32 8000 49
Adler32 8000 48
Adler32 8000 48
Adler32 8000 50
Adler32 8000 63
Adler32 8000 63
Adler32 8000 63
Adler32 8000 48
Adler32 8000 47
Adler32 8000 52
Adler32 8000 63
Adler32 8000 64
Adler32 8000 64
Adler32 8000 64
Adler32 8000 63
Adler32 8000 64
Adler32 8000 63
Adler32 8000 63
Adler32 8000 64
Adler32 8000 64
Adler32 8000 64
Adler32 8000 55
Baseline 100 69
Baseline 100 69
Baseline 100 70
Baseline 100 69
Baseline 100 69
Baseline 100 70
Baseline 100 69
Baseline 100 70
Baseline 100 69
Baseline 100 69
Baseline 100 70
Baseline 100 69
Baseline 100 69
Baseline 100 70
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 70
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 70
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 70
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 70
Baseline 100 70
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 70
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 70
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 70
Baseline 100 69
Baseline 100 69
Baseline 100 47
Baseline 100 11
Baseline 100 12
Baseline 100 17
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 69
Baseline 100 66
Baseline 100 11
Baseline 100 10
Baseline 100 11
Baseline 100 11
Baseline 100 11
Baseline 100 11
Baseline 100 21
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 68
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 68
Baseline 100 68
Baseline 100 69
Baseline 100 68
Baseline 100 65
Baseline 100 11
Baseline 100 14
Baseline 100 68
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 68
Baseline 100 68
Baseline 100 69
Baseline 100 68
Baseline 100 68
Baseline 100 68
Baseline 100 69
Baseline 100 68
Baseline 100 68
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 68
Baseline 100 68
Baseline 100 69
Baseline 100 68
Baseline 100 68
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 68
Baseline 100 68
Baseline 100 69
Baseline 100 68
Baseline 100 68
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 69
Baseline 100 68
Baseline 100 69
Baseline 100 68
Baseline 100 69
Baseline 100 69
Baseline 100 65
Baseline 100 42
Baseline 100 68
Baseline 100 69
Baseline 100 68
Baseline 100 68
Baseline 100 68
Baseline 100 69
Baseline 100 68
Baseline 100 68
Baseline 100 68
Baseline 16000 62
Baseline 16000 61
Baseline 16000 62
Baseline 16000 61
Baseline 16000 60
Baseline 16000 61
Baseline 16000 62
Baseline 16000 60
Baseline 16000 62
Baseline 16000 62
Baseline 16000 61
Baseline 16000 60
Baseline 16000 59
Baseline 16000 61
Baseline 16000 60
Baseline 16000 60
Baseline 16000 60
Baseline 16000 60
Baseline 16000 60
Baseline 16000 60
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 60
Baseline 16000 60
Baseline 16000 60
Baseline 16000 61
Baseline 16000 59
Baseline 16000 60
Baseline 16000 60
Baseline 16000 61
Baseline 16000 60
Baseline 16000 60
Baseline 16000 62
Baseline 16000 61
Baseline 16000 60
Baseline 16000 59
Baseline 16000 60
Baseline 16000 60
Baseline 16000 61
Baseline 16000 60
Baseline 16000 61
Baseline 16000 60
Baseline 16000 60
Baseline 16000 61
Baseline 16000 60
Baseline 16000 61
Baseline 16000 60
Baseline 16000 62
Baseline 16000 64
Baseline 16000 66
Baseline 16000 65
Baseline 16000 65
Baseline 16000 66
Baseline 16000 63
Baseline 16000 61
Baseline 16000 63
Baseline 16000 66
Baseline 16000 66
Baseline 16000 66
Baseline 16000 67
Baseline 16000 66
Baseline 16000 66
Baseline 16000 66
Baseline 16000 65
Baseline 16000 62
Baseline 16000 62
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 61
Baseline 16000 62
Baseline 16000 62
Baseline 16000 62
Baseline 16000 62
Baseline 16000 60
Baseline 16000 61
Baseline 16000 62
Baseline 16000 62
Baseline 16000 62
Baseline 16000 61
Baseline 16000 62
Baseline 16000 62
